data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-08-19 00:47:46.934631;536;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Antony Montgomery;masculino;boleto
2024-08-19 15:38:51.866389;537;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Linda Tobe;feminino;cartão de crédito
2024-08-19 18:59:46.254059;538;São Paulo;Ana Oliveira;Tablet Apple Ipad;Belinda Zapata;feminino;boleto
2024-08-20 19:38:51.810235;539;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Andrew Hailey;masculino;dinheiro
2024-08-20 21:43:50.810753;540;Porto Alegre;Mariana Gomes;Smartwatch Garmin;David Rogowski;masculino;boleto
2024-08-20 23:36:49.113268;541;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Julia Barbe;feminino;cartão de crédito
2024-08-21 00:32:47.819411;542;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Glen Best;masculino;pix
2024-08-21 15:08:51.453441;543;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Ronald Richardson;masculino;cartão de crédito
2024-08-21 17:07:52.270956;544;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Thomas Boughton;masculino;boleto
2024-08-21 19:32:52.414813;545;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Calvin Martinez;masculino;cartão de crédito
2024-08-21 19:56:50.944512;546;São Paulo;Lucas Pereira;Smartwatch Garmin;Judi Garcia;feminino;dinheiro
2024-08-21 21:14:47.705666;547;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Abel Boatright;masculino;boleto
2024-08-21 21:45:46.898259;548;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Tracy English;feminino;dinheiro
2024-08-22 15:14:51.170367;549;Florianópolis;Tiago Lima;Tablet Apple Ipad;John Carrozza;masculino;cartão de crédito
2024-08-22 15:29:51.432349;550;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Linda Grissom;feminino;dinheiro
2024-08-22 15:32:45.940625;551;Florianópolis;Tiago Lima;Smartwatch Garmin;Delores Jay;feminino;dinheiro
2024-08-22 15:53:53.007202;552;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Marta Lopes;feminino;cartão de crédito
2024-08-22 16:50:47.703315;553;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Mary Latour;feminino;pix
2024-08-22 17:00:48.329218;554;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Roxie Ray;feminino;boleto
2024-08-22 18:08:52.525096;555;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Gregory Popek;masculino;dinheiro
2024-08-22 19:46:49.913077;556;Florianópolis;Gabriela Santos;Smartwatch Garmin;Lilia Tower;feminino;cartão de crédito
2024-08-22 19:54:51.302301;557;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Donna Felicano;feminino;cartão de crédito
2024-08-22 20:58:47.948534;558;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Carlos Bailey;masculino;cartão de crédito
2024-08-23 00:09:49.298900;559;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;John Devine;masculino;boleto
2024-08-23 00:52:47.656331;560;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Amanda Nix;feminino;cartão de crédito
2024-08-23 01:06:50.488172;561;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Manuel Gordon;masculino;dinheiro
2024-08-23 16:05:49.984384;562;Florianópolis;Gabriela Santos;Smartwatch Garmin;Linda Plummer;feminino;dinheiro
2024-08-23 20:53:50.902554;563;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Percy Travis;masculino;pix
2024-08-23 21:58:47.589536;564;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jean Simons;feminino;dinheiro
2024-08-24 01:16:45.964124;565;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Kenneth Morales;masculino;boleto
2024-08-24 15:22:47.465849;566;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Lane Hough;masculino;cartão de crédito
2024-08-24 15:24:50.783473;567;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Bryan Jones;masculino;dinheiro
2024-08-24 16:30:52.058639;568;Florianópolis;Tiago Lima;Smartwatch Garmin;Tracy Worrell;feminino;boleto
2024-08-24 23:29:49.886992;569;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Marvin Butler;masculino;cartão de crédito
2024-08-25 01:49:47.231874;570;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Donna Shifflett;feminino;cartão de crédito
2024-08-25 01:54:50.044579;571;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Phyllis Grant;feminino;pix
2024-08-25 16:51:51.544333;572;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Carroll Petrash;masculino;boleto
2024-08-25 17:36:45.745898;573;São Paulo;Ana Oliveira;Tablet Apple Ipad;Cheryl Bish;feminino;pix
2024-08-25 18:07:45.786755;574;São Paulo;Ana Oliveira;Smartwatch Garmin;Brandy Sheffield;feminino;cartão de crédito
2024-08-25 22:37:51.907309;575;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Sally Sydow;feminino;boleto
2024-08-25 23:09:51.774195;576;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Diana Faulk;feminino;cartão de crédito
2024-08-26 00:25:52.894614;577;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Brittany Smith;feminino;boleto
2024-08-26 01:10:53.052904;578;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Julie Malan;feminino;dinheiro
2024-08-26 15:59:48.331016;579;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Patty Lopez;feminino;dinheiro
2024-08-26 16:52:46.215114;580;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Gabriel Vaughn;masculino;boleto
2024-08-26 20:56:47.523220;581;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Lucille Blanton;feminino;boleto
2024-08-26 22:19:46.944070;582;São Paulo;Ana Oliveira;Smartwatch Garmin;Lynne Simmons;feminino;boleto
2024-08-26 23:25:46.274711;583;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Virginia Mcintyre;feminino;boleto
2024-08-26 23:46:45.888990;584;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;John Day;masculino;pix
2024-08-27 15:39:50.456074;585;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Beth Benedetto;feminino;cartão de crédito
2024-08-27 18:25:51.579067;586;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;William Judd;masculino;pix
2024-08-27 22:22:52.377904;587;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Anna Alo;feminino;dinheiro
2024-08-27 23:14:53.060824;588;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Hortencia Rodgers;feminino;pix
2024-08-28 16:12:50.787016;589;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Romona Mcclanan;feminino;boleto
2024-08-28 19:31:46.186926;590;Florianópolis;Tiago Lima;Tablet Apple Ipad;Dawn Smith;feminino;dinheiro
2024-08-28 19:38:51.460637;591;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Wade Mautone;masculino;cartão de crédito
2024-08-28 23:13:48.638053;592;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Linda Curtis;feminino;cartão de crédito
2024-08-28 23:57:47.951023;593;São Paulo;Lucas Pereira;Smartwatch Garmin;Michael Fontana;masculino;dinheiro
2024-08-29 00:20:49.703009;594;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Charles Boyles;masculino;cartão de crédito
2024-08-29 17:02:49.463469;595;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Catherine Nielsen;feminino;boleto
2024-08-29 18:17:46.970034;596;São Paulo;Lucas Pereira;Tablet Apple Ipad;Stephen Spell;masculino;cartão de crédito
2024-08-29 22:04:52.415068;597;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Gerald Jamison;masculino;dinheiro
2024-08-29 22:07:46.078960;598;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Jessica Linkous;feminino;cartão de crédito
2024-08-29 23:53:51.645852;599;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Sharon Hunstad;feminino;cartão de crédito
2024-08-30 17:56:48.205156;600;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Audrey Haywood;feminino;pix
2024-08-30 20:13:50.524919;601;Florianópolis;Gabriela Santos;Smartwatch Garmin;John Starks;masculino;dinheiro
2024-08-30 20:31:46.940507;602;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Lana Poling;feminino;dinheiro
2024-08-31 16:35:48.449067;603;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Kelley Henderson;feminino;pix
2024-08-31 18:09:51.914528;604;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Charles Yarbrough;masculino;boleto
2024-08-31 18:37:47.150157;605;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Lizzie Johnson;feminino;boleto
2024-08-31 20:58:46.660165;606;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Nola Pritchard;feminino;cartão de crédito
2024-08-31 21:25:46.216359;607;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Barbara Pinkston;feminino;pix
2024-09-01 00:32:50.982665;608;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Miguel Pearce;masculino;cartão de crédito
2024-09-01 15:12:50.454634;609;Florianópolis;Tiago Lima;Smartwatch Garmin;Richard Young;masculino;pix
2024-09-01 17:21:52.782099;610;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Laura Slater;feminino;boleto
2024-09-01 18:54:51.354592;611;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;David Jefferson;masculino;pix
2024-09-01 19:22:53.304082;612;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Timothy Shummon;masculino;dinheiro
2024-09-01 19:34:47.466675;613;São Paulo;Lucas Pereira;Tablet Apple Ipad;Arthur Smith;masculino;boleto
2024-09-01 22:02:46.403559;614;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Kristin Harris;feminino;boleto
2024-09-01 23:41:50.162870;615;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Eugene Cardoso;masculino;pix
2024-09-02 20:34:50.889447;616;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Agatha Nelson;feminino;dinheiro
2024-09-02 22:32:45.771521;617;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Felicia Alvarez;feminino;pix
2024-09-02 22:33:47.609313;618;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Bryan Shelquist;masculino;cartão de crédito
2024-09-02 22:41:52.714249;619;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Nick Clark;masculino;cartão de crédito
2024-09-02 22:49:51.420600;620;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Jodi White;feminino;cartão de crédito
2024-09-02 22:53:50.951586;621;Florianópolis;Tiago Lima;Tablet Apple Ipad;Julia Payton;feminino;dinheiro
2024-09-02 23:18:49.299505;622;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;David Hawkins;masculino;boleto
2024-09-03 18:15:52.141078;623;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Bobbie Weiner;feminino;pix
2024-09-03 19:18:52.344034;624;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Janet Cassiano;feminino;dinheiro
2024-09-03 19:21:53.416522;625;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Terence Morales;masculino;cartão de crédito
2024-09-03 20:55:47.262963;626;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Randy Dewitt;masculino;pix
2024-09-03 22:41:53.052574;627;Florianópolis;Tiago Lima;Tablet Apple Ipad;Laura Leblanc;feminino;pix
2024-09-04 00:24:47.873917;628;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jessica Hernandez;feminino;boleto
2024-09-04 00:51:47.262155;629;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Harriet Munson;feminino;pix
2024-09-04 01:36:47.604833;630;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Edna Martinez;feminino;dinheiro
2024-09-04 16:08:51.008875;631;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jennifer Kountz;feminino;dinheiro
2024-09-04 17:36:49.325027;632;Florianópolis;Tiago Lima;Smartwatch Garmin;Susan Trent;feminino;cartão de crédito
2024-09-04 18:04:47.590746;633;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Estella Haight;feminino;pix
2024-09-04 23:09:52.654125;634;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Ester Williams;feminino;pix
2024-09-04 23:12:48.421507;635;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Robert Ponce;masculino;boleto
2024-09-04 23:26:50.948295;636;São Paulo;Ana Oliveira;Tablet Apple Ipad;Steven Calvert;masculino;dinheiro
2024-09-05 00:23:50.144552;637;São Paulo;Lucas Pereira;Smartwatch Garmin;Brittany Barnes;feminino;dinheiro
2024-09-05 17:55:51.272012;638;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Frances Peterson;feminino;boleto
2024-09-06 00:26:49.870165;639;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Patricia Runyan;feminino;boleto
2024-09-06 16:22:48.931704;640;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Ralph Fine;masculino;cartão de crédito
2024-09-06 17:05:52.075903;641;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jacquline Talbert;feminino;boleto
2024-09-06 19:16:49.883389;642;São Paulo;Lucas Pereira;Smartwatch Garmin;Robert Wiggins;masculino;pix
2024-09-06 19:27:47.690387;643;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Krystle Taranto;feminino;boleto
2024-09-06 19:57:47.657052;644;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Lawrence Sherbert;masculino;boleto
2024-09-06 20:28:53.335267;645;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Helen Tomaszewski;feminino;pix
2024-09-06 20:55:50.006800;646;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Robert Sorensen;masculino;boleto
2024-09-06 21:39:52.657360;647;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Barbara Glenn;feminino;cartão de crédito
2024-09-06 21:42:51.703729;648;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Rocky Kincaid;masculino;boleto
2024-09-06 23:15:48.471823;649;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Jesus Hobbs;masculino;dinheiro
2024-09-07 01:38:51.000077;650;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Jason Anthony;masculino;dinheiro
2024-09-07 01:54:49.986230;651;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Scott Araki;masculino;cartão de crédito
2024-09-07 18:48:46.022625;652;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Paul Harris;masculino;cartão de crédito
2024-09-07 19:16:46.636607;653;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Maria Haynes;feminino;dinheiro
2024-09-07 21:14:47.465048;654;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Michael Dowdy;masculino;cartão de crédito
2024-09-07 23:54:47.262824;655;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Rita Peterson;feminino;boleto
2024-09-08 00:30:51.889855;656;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Lindsay Fuller;feminino;pix
2024-09-08 17:43:45.709046;657;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Brittany Dore;feminino;pix
2024-09-08 20:36:50.269744;658;São Paulo;Ana Oliveira;Notebook Dell Inspiron;David Hudson;masculino;dinheiro
2024-09-09 02:03:47.104565;659;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Melvin Heard;masculino;cartão de crédito
2024-09-09 20:45:52.894375;660;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Michael Lawson;masculino;dinheiro
2024-09-09 22:22:49.177737;661;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Enrique Isakson;masculino;cartão de crédito
2024-09-09 22:46:50.335807;662;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Betsy Stoner;feminino;dinheiro
2024-09-10 19:28:51.683632;663;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Aubrey Tyndall;masculino;cartão de crédito
2024-09-10 19:35:47.151176;664;Florianópolis;Tiago Lima;Tablet Apple Ipad;Ryan Mankin;masculino;boleto
2024-09-10 21:39:46.730480;665;São Paulo;Lucas Pereira;Notebook Dell Inspiron;David Crosby;masculino;dinheiro
2024-09-10 22:45:50.844275;666;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Jeremy Munoz;masculino;boleto
2024-09-10 23:02:49.812322;667;Florianópolis;Gabriela Santos;Smartwatch Garmin;Beverly Greany;feminino;dinheiro
2024-09-11 15:59:50.999670;668;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Eric Watkins;masculino;dinheiro
2024-09-11 16:51:50.284627;669;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jeane Deems;feminino;boleto
2024-09-11 19:37:47.838359;670;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jim Bower;masculino;dinheiro
2024-09-11 21:53:48.288030;671;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Zenaida Whitecotton;feminino;dinheiro
2024-09-11 22:09:53.525603;672;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Elizabeth Ritter;feminino;dinheiro
2024-09-12 00:41:52.588752;673;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Lisa Harwell;feminino;cartão de crédito
2024-09-12 15:26:50.311015;674;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Diana Lawson;feminino;boleto
2024-09-12 15:56:52.321066;675;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Francis Marien;feminino;boleto
2024-09-12 16:57:50.370692;676;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Glenn James;masculino;boleto
2024-09-12 18:04:53.062016;677;Florianópolis;Gabriela Santos;Smartwatch Garmin;Michele Cobb;feminino;boleto
2024-09-12 21:34:48.077580;678;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Raymond Batton;masculino;cartão de crédito
2024-09-12 21:44:50.785963;679;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Charles Moody;masculino;dinheiro
2024-09-13 01:19:46.047960;680;Florianópolis;Tiago Lima;Notebook Dell Inspiron;David Fox;masculino;pix
2024-09-13 01:41:46.753069;681;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Mary Dunmore;feminino;boleto
2024-09-13 16:24:53.077373;682;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Maria Connolly;feminino;pix
2024-09-13 16:48:47.888710;683;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Jayne Obrien;feminino;pix
2024-09-13 18:32:48.085186;684;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Vivian Maddock;feminino;pix
2024-09-13 20:28:46.944734;685;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Matt Kryst;masculino;cartão de crédito
2024-09-14 18:36:46.682243;686;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Darrell Porter;masculino;pix
2024-09-14 20:27:52.376203;687;São Paulo;Lucas Pereira;Tablet Apple Ipad;Benjamin Triplett;masculino;dinheiro
2024-09-14 21:02:50.369789;688;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mary Hernandez;feminino;pix
2024-09-14 21:48:46.184069;689;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Mary Gorman;feminino;pix
2024-09-15 01:06:51.400332;690;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Ramiro Tunnell;masculino;boleto
2024-09-15 16:23:52.919092;691;São Paulo;Lucas Pereira;Smartwatch Garmin;Barry Jepko;masculino;cartão de crédito
2024-09-15 18:21:47.328546;692;São Paulo;Lucas Pereira;Tablet Apple Ipad;Eleanor Chan;feminino;cartão de crédito
2024-09-15 20:05:49.153548;693;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Sam Lee;masculino;boleto
2024-09-15 22:52:52.897881;694;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Mary Shipman;feminino;dinheiro
2024-09-16 01:44:52.500388;695;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;George Allen;masculino;dinheiro
2024-09-16 15:25:48.280503;696;São Paulo;Ana Oliveira;Notebook Dell Inspiron;John Babb;masculino;boleto
2024-09-16 21:45:50.143094;697;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Elizabeth Caudle;feminino;cartão de crédito
2024-09-16 21:58:52.144061;698;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Mary Mauney;feminino;pix
2024-09-17 01:15:52.454649;699;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Evelyn Garbacz;feminino;dinheiro
2024-09-17 15:22:51.589806;700;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Richard Browning;masculino;cartão de crédito
2024-09-17 18:55:50.327372;701;São Paulo;Ana Oliveira;Smartwatch Garmin;Alejandro Bronder;masculino;pix
2024-09-17 21:13:50.739225;702;São Paulo;Lucas Pereira;Tablet Apple Ipad;James Lewis;masculino;dinheiro
2024-09-17 23:03:48.943733;703;São Paulo;Ana Oliveira;Smartwatch Garmin;Lois Sosa;feminino;pix
2024-09-17 23:08:46.123783;704;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Neil Toler;masculino;dinheiro
2024-09-17 23:43:47.821467;705;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Brenda Ryder;feminino;cartão de crédito
2024-09-18 15:16:49.106279;706;Florianópolis;Gabriela Santos;Smartwatch Garmin;Laura Simon;feminino;pix
2024-09-18 19:39:53.028844;707;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Henry Lee;masculino;boleto
2024-09-18 21:17:48.826698;708;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Mary Mallory;feminino;dinheiro
2024-09-18 23:07:46.636187;709;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Susie Hoffman;feminino;boleto
2024-09-18 23:08:49.887189;710;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Gene Clack;masculino;pix
2024-09-18 23:54:51.753641;711;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Nadine Macias;feminino;boleto
2024-09-19 00:58:50.097951;712;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Frederick Keen;masculino;cartão de crédito
2024-09-19 16:02:49.075130;713;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Emily Blankenship;feminino;boleto
2024-09-19 23:42:49.264779;714;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Denis Pierce;masculino;dinheiro
2024-09-20 18:22:52.804824;715;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jeffery Mills;masculino;pix
2024-09-20 22:09:50.615937;716;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Robert Wyatt;masculino;boleto
2024-09-20 22:14:49.099535;717;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;David Martello;masculino;dinheiro
2024-09-20 23:41:51.983851;718;Florianópolis;Tiago Lima;Smartwatch Garmin;Marlene Oakes;feminino;dinheiro
2024-09-21 00:33:51.906316;719;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Therese Vogt;feminino;cartão de crédito
2024-09-21 00:58:48.005666;720;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Elva Adkinson;feminino;dinheiro
2024-09-21 18:43:48.166884;721;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Wade Mercedes;masculino;pix
2024-09-21 18:55:47.928876;722;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Danielle Neilson;feminino;dinheiro
2024-09-21 19:43:53.031148;723;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Bobby Braithwaite;masculino;cartão de crédito
2024-09-21 19:55:49.023079;724;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Norman Mclain;masculino;boleto
2024-09-21 21:54:47.833677;725;São Paulo;Ana Oliveira;Smartwatch Garmin;Carolyn Reda;feminino;boleto
2024-09-21 22:13:52.966980;726;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jaime Nelson;masculino;pix
2024-09-21 23:33:49.364427;727;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Frances Siu;feminino;boleto
2024-09-21 23:41:49.703772;728;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Maria Bradford;feminino;cartão de crédito
2024-09-22 01:07:52.763538;729;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Lee Munday;masculino;dinheiro
2024-09-22 02:02:50.091339;730;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Stephen Pratt;masculino;pix
2024-09-22 15:52:53.106749;731;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;James Matthews;masculino;cartão de crédito
2024-09-22 17:15:49.973133;732;Florianópolis;Tiago Lima;Tablet Apple Ipad;John Marquez;masculino;pix
2024-09-22 18:32:52.699807;733;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jason Franke;masculino;boleto
2024-09-22 18:33:46.765554;734;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Larry Oxford;masculino;cartão de crédito
2024-09-22 21:56:52.957746;735;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Herbert Rumley;masculino;pix
2024-09-23 17:59:47.909838;736;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Curtis Dechant;masculino;pix
2024-09-23 18:48:46.908536;737;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Judith Saysongkham;feminino;boleto
2024-09-23 19:23:52.539541;738;São Paulo;Lucas Pereira;Smartwatch Garmin;Ellen Alexander;feminino;boleto
2024-09-23 19:30:47.468705;739;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Edgar Wing;masculino;cartão de crédito
2024-09-23 21:58:51.148931;740;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Rosalinda Ensley;feminino;pix
2024-09-23 22:09:46.897566;741;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Pearl Johnson;feminino;cartão de crédito
2024-09-24 15:50:49.422568;742;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;John Gepner;masculino;boleto
2024-09-24 17:45:51.822233;743;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Elizabeth Conway;feminino;cartão de crédito
2024-09-24 18:07:52.977919;744;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Wendy Arceneaux;feminino;cartão de crédito
2024-09-24 20:08:51.354949;745;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Robert Jolly;masculino;pix
2024-09-24 20:35:50.049772;746;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Bianca Drake;feminino;pix
2024-09-24 20:46:51.287856;747;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Rita Cook;feminino;cartão de crédito
2024-09-24 22:26:50.676581;748;Florianópolis;Gabriela Santos;Smartwatch Garmin;Timothy Hine;masculino;cartão de crédito
2024-09-24 23:50:47.739856;749;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;William Fusco;masculino;cartão de crédito
